induction,electrostatics,dispersion,total,exchange
-0.02489185,-0.80325194,-0.04123081,-0.85821859,0.011156
-0.97617324,-2.9645621,-1.16747282,3.52116228,8.62937044
-0.0339559,-0.37605509,-0.10994095,-0.42949642,0.09045552
-0.01211107,0.02003754,-0.03076983,-0.01973313,0.00311023
-0.00858598,0.48505999,-0.01918731,0.45757754,0.00029083
-0.00231656,-0.13517828,-0.00966105,-0.14710918,4.672e-05
-0.00258132,0.28566971,-0.01233685,0.27093835,0.0001868
-1.49941976,-12.03107166,-2.6608892,14.8230154,31.01439602
-0.02596627,0.9375285,-0.05911248,0.8782868,0.02583705
-0.99327345,-17.75619678,-3.37588273,24.78078661,46.90613957
-0.7435933,-5.9469549,-0.97357804,-1.0228096,6.64131663
-0.05417634,-0.60956254,-0.1078752,-0.65688894,0.11472514
-0.02866318,-1.25399002,-0.06589378,-1.32218998,0.02635701
-0.02124098,0.51592645,-0.05686294,0.47323208,0.03540955
-0.00272594,0.40931828,-0.00932644,0.3972933,2.739e-05
-0.0096646,-0.80558585,-0.02367881,-0.83768233,0.00124693
-2.33289193,4.86808245,-1.62186275,8.40069953,7.48737176
-0.01385326,0.6580527,-0.04941769,0.61511661,0.02033485
-0.0060202,0.58274653,-0.01913306,0.5583265,0.00073323
-0.01324809,0.13856164,-0.03395065,0.09633711,0.00497421
-0.03176322,0.05919479,-0.0924133,0.02616457,0.0911463
3.78323047,-31.41184188,-5.09936027,72.30448251,105.03245419
-0.00714708,0.68293787,-0.02387082,0.65396358,0.0020436
-1.30990588,-12.31130324,-3.8167887,31.58455323,49.02255104
-0.15536741,1.03133606,-0.26132595,1.05696155,0.44231885
-1.85997451,-1.99508114,-1.81122497,6.71150946,12.37779009
-0.7695421,-4.33240931,-1.21085381,5.48874759,11.80155281
-0.03847861,0.20207468,-0.0842503,0.13591038,0.05656461
-0.04004252,0.52757877,-0.08972663,0.46547044,0.06766081
-0.84946789,2.24127306,-0.78771283,3.48956251,2.88547017
-0.0036899,-0.21572949,-0.01119114,-0.23054428,6.625e-05
-1.75920198,-4.62285664,-2.12031976,13.8788806,22.38125898
-0.00191981,0.12462453,-0.01127333,0.11150084,6.946e-05
-0.50775848,1.47599414,-0.59516801,1.89701292,1.52394527
-1.419922,-6.64619621,-1.25287514,-2.50498871,6.81400464
-0.58229225,1.43470894,-0.70618904,4.48628405,4.3400564
-0.09173968,0.02303602,-0.19925016,0.19625037,0.46420418
-1.9338918,-4.06235156,-2.31008402,23.63845564,31.94478302
-0.00907552,0.527819,-0.02772849,0.49419501,0.00318001
-0.00616098,0.49825996,-0.01778449,0.47510711,0.00079261
-0.83671223,2.13610888,-0.86023884,8.81840767,8.37924986
-0.26857588,-0.76395904,-0.53011034,1.31618529,2.87883055
-0.69130817,-4.46804548,-0.56868148,-3.21022862,2.5178065
-1.06626405,-3.91472927,-1.31149106,3.69566214,9.98814652
-0.01463179,-0.42125566,-0.07004849,-0.48196474,0.02397121
-1.13900141,-4.41234605,-1.21369589,2.39281093,9.15785429
-0.00700742,-0.10952142,-0.03113466,-0.14191741,0.00574609
-0.00228071,-0.27562909,-0.01430924,-0.29171533,0.00050371
-0.6113117,0.69362311,-0.75100193,5.59811355,6.26680407
-0.05993929,-1.29672954,-0.14431754,-1.25238109,0.24860529
-0.0082945,-0.76247157,-0.02161037,-0.79085026,0.00152618
-0.01903683,-1.02312793,-0.04040395,-1.07443664,0.00813207
-0.00623036,0.29230518,-0.03718004,0.25296531,0.00407053
-0.05144527,1.17186863,-0.1058389,1.11539322,0.10080876
-0.91972061,-11.89587478,-2.33627002,16.68115868,31.83302409
-0.00837973,0.81399571,-0.02051894,0.78578965,0.00069261
-5.0444265,-14.65073785,-3.1976068,9.33276647,32.22553762
-0.14739643,2.20674982,-0.27275989,2.20280096,0.41620746
-0.00332856,0.03227017,-0.01480394,0.01463615,0.00049847
-0.0107079,-0.43834353,-0.02762588,-0.47168685,0.00499047
-0.00702408,0.57414748,-0.03202254,0.53698119,0.00188033
-0.01228292,0.32839558,-0.04792651,0.29148538,0.02329924
-0.00543791,0.24443538,-0.02221266,0.21793807,0.00115325
-0.01818843,0.63594143,-0.0467598,0.58797586,0.01698266
-0.24536937,-0.22738393,-0.3831212,0.6127711,1.46864559
-0.24885175,-1.53092563,-0.42839624,-1.12967794,1.07849568
-0.14454957,1.63830826,-0.27983849,2.09553882,0.88161863
-0.00464559,-0.55026675,-0.01299385,-0.56757616,0.00033003
5.40549095,-38.32427755,-5.61691615,92.39347236,130.92917512
-4.2358824,-13.52542296,-2.45339342,1.47144486,21.68614364
-2.12462973,-6.0891415,-1.65457421,4.49737612,14.36572155
-0.03740967,1.44389431,-0.05693314,1.37751623,0.02796473
-0.04633454,-1.38360741,-0.07817184,-1.46700278,0.041111
-2.3267832,-7.44935124,-2.03607196,3.69850369,15.51071009
-1.45815554,-6.39589415,-1.2020843,-0.34897916,8.70715484
-0.36057163,0.11352852,-0.65855375,2.04833803,2.95393489
-1.87059657,-10.19701559,-1.55790754,-0.39873691,13.2267828
-0.07952843,1.31421725,-0.20249461,1.38155162,0.34935741
-0.19851901,0.26399809,-0.36709949,0.7983758,1.09999621
-0.00723205,-0.25026438,-0.0188954,-0.27559022,0.00080161
-0.07407383,1.5246591,-0.16756504,1.65872695,0.37570673
-0.22769131,2.38952794,-0.31019992,2.37817048,0.52653378
-0.07822589,-1.52695869,-0.13175199,-1.57762197,0.1593146
-0.00628899,0.27860994,-0.03616479,0.23958645,0.00343029
-0.81969232,-3.58034324,-0.70486927,-0.9407521,4.16415272
-0.01806196,-0.81954523,-0.03212945,-0.86620163,0.00353501
-0.88240369,-6.85666826,-1.02041977,-1.12876121,7.63073051
-1.34515029,-9.11264617,-2.40756292,30.71458018,43.57993956
-0.01104816,0.29662274,-0.03778774,0.25325205,0.00546522
-0.06574425,-1.69106732,-0.15381084,-1.71923192,0.19139049
-0.16313788,-0.06227463,-0.34793522,0.26595064,0.83929836
0.69815383,-21.26423409,-3.14129866,41.05203642,64.75941534
-3.60106511,-12.2763242,-3.04224488,13.82513509,32.74476928
-0.43342359,1.93805698,-0.51688312,2.43624296,1.4484927
-0.00959743,-0.56128755,-0.01906733,-0.58881512,0.0011372
-0.01371032,0.66951723,-0.03753812,0.62559546,0.00732667
-1.95738634,-7.96218418,-1.74901739,1.22258087,12.89116879
-1.4280597,-9.82341707,-1.36188987,-2.61874901,9.99461763
-0.37469238,0.4205659,-0.54629261,2.04008706,2.54050614
-0.02006775,0.34948383,-0.06264154,0.3091856,0.04241106
-0.00493985,-0.46575172,-0.0221493,-0.48960918,0.00323169
-0.00454119,-0.25998458,-0.02403833,-0.28608325,0.00248086
-0.06442322,-0.82051648,-0.181361,-0.7734965,0.2928042
-0.073966,1.14907991,-0.17273959,1.15456995,0.25219563
-0.01892574,-0.28157051,-0.05904632,-0.31595467,0.04358791
-0.00583938,-0.30061932,-0.01576631,-0.32178798,0.00043703
-1.24076212,-2.05860554,-1.2154583,3.26576653,7.78059248
-0.00772665,0.40049455,-0.02179318,0.37205381,0.00107909
-0.40515001,-0.06312656,-0.59314283,0.59484778,1.65626717
-0.51619595,1.75500236,-0.80231516,7.21006363,6.77357236
-0.35275165,-2.83227755,-0.57933667,-1.16801038,2.59635549
-0.01574741,0.69304598,-0.05142684,0.63791451,0.01204278
-0.48407768,-3.50466972,-0.60188938,-1.44726589,3.14337089
-0.01028228,-0.52854387,-0.03980239,-0.5665037,0.01212483
-0.01429502,-0.79249191,-0.03959408,-0.83747573,0.00890528
-0.00794568,0.05929656,-0.02847156,0.02559879,0.00271947
-0.02909482,-0.7032729,-0.05423355,-0.76028252,0.02631875
-0.01441575,-0.17753332,-0.04606271,-0.22900152,0.00901027
-1.20390671,-2.12310935,-1.10320116,2.69550704,7.12572427
-0.00125921,-0.39578912,-0.01082885,-0.40777515,0.00010202
-1.33274974,3.01773362,-1.23934408,5.86939072,5.42375092
-0.00281547,-0.14670895,-0.01165793,-0.16103326,0.00014909
-0.13797587,-1.24242577,-0.44435611,-0.02058256,1.80417518
-0.25976661,-0.97719557,-0.32937962,-0.52710588,1.03923593
-1.3484087,-1.2279063,-1.49341191,12.01740747,16.08713438
-0.21521317,1.77829172,-0.40440299,2.58200084,1.42332528
-0.78730819,-1.5106259,-1.02707482,4.98699276,8.31200167
-3.0804944,-3.93573263,-2.4291535,6.62655887,16.0719394
-0.02799916,0.08740097,-0.08876398,0.01509613,0.0444583
-0.00150371,-0.1642374,-0.011233,-0.17666885,0.00030527
-0.02125957,-0.46109703,-0.08485945,-0.52061658,0.04659947
-0.01019608,0.09980199,-0.0328449,0.0624075,0.00564649
-0.0003982,-0.259537,-0.00742616,-0.26734172,1.964e-05
-1.60937949,-4.75969656,-2.04693986,6.86762523,15.28364114
-1.24408199,-4.21128291,-1.59434201,11.43458232,18.48428923
-0.06982895,2.01674241,-0.10319607,1.98366085,0.13994345
-0.0154802,-0.04902829,-0.0418492,-0.08766958,0.01868811
-1.03463584,2.08826316,-0.98462637,3.66755447,3.59855352
-1.61057558,-13.96511673,-3.40736648,21.38976391,40.37282269
-1.4540938,-0.43414456,-1.53238526,6.61537018,10.0359938
-1.00665072,-6.17083171,-1.15130196,-3.58617243,4.74261196
-0.02591708,-0.69690525,-0.05688628,-0.762334,0.01737462
-0.11873988,0.73328087,-0.23046805,1.02853001,0.64445707
-0.36049267,1.77593623,-0.47794237,2.30364218,1.36614099
-0.33618204,0.8229276,-0.56208688,2.57281223,2.64815356
-0.01357218,0.18113465,-0.04504648,0.13958088,0.01706488
-0.03094968,-0.77081439,-0.0685461,-0.81761577,0.0526944
-0.00732386,0.28461386,-0.02471669,0.25578493,0.00321163
-0.06316619,-1.47568307,-0.13575701,-1.47558004,0.19902622
-0.00570097,0.42553139,-0.02804111,0.39506267,0.00327336
-0.00904535,-0.7322446,-0.0288426,-0.76778317,0.00234938
-0.04109999,1.12578503,-0.07972261,1.0342993,0.02933687
-0.00566501,0.0731736,-0.02216014,0.04607587,0.00072743
-0.29191883,1.59391406,-0.40872414,1.90422099,1.0109499
-0.00021536,-0.23235277,-0.00524857,-0.23781255,4.15e-06
-1.68792186,-5.04578223,-1.40206992,0.60750204,8.74327605
-1.06368144,-2.78733684,-1.11883994,-0.44970094,4.52015727
-0.06625579,0.57802281,-0.15312887,0.54897345,0.1903353
-0.02427264,-0.34059445,-0.06658261,-0.38768271,0.043767
-1.37919894,-4.61163656,-1.36052158,2.75671041,10.1080675
-0.37938209,-0.21028627,-0.45495598,0.44655853,1.49118287
-0.01974965,-0.0754405,-0.05624171,-0.12154584,0.02988602
-0.35487201,-0.38446064,-0.53558006,0.36472441,1.63963712
-0.00137308,0.11650923,-0.00551111,0.10963124,6.2e-06
-0.0182628,0.81022074,-0.05073026,0.75627004,0.01504236
-0.08223817,1.13135003,-0.15284407,1.0849738,0.18870601
-2.32779063,-12.94726622,-2.1973947,1.118875,18.59132655
-0.03950071,-0.45578612,-0.11924572,-0.48128776,0.1332448
-0.93876028,0.11077817,-1.09415078,9.50283098,11.42496388
-0.05549844,0.22258299,-0.15587478,0.23673562,0.22552584
-4.2e-07,0.15437165,-0.00361359,0.15075831,6.7e-07
-0.02518538,0.41981966,-0.07174414,0.38126811,0.05837797
-0.01165778,-0.30586763,-0.03515261,-0.34856007,0.00411796
-1.57375738,-1.18432234,-1.55004974,13.11650911,17.42463857
-6.1913901,-17.56488358,-3.10406194,-0.95237575,25.90795988
-1.3839712,1.82609049,-1.56864658,8.62731557,9.75384286
-2.09505257,-9.10963428,-1.86666372,3.66089961,16.73225018
-0.55020335,-4.83245548,-0.66647271,-2.99043805,3.05869348
-0.00496407,0.01033773,-0.01422059,-0.0087114,0.00013553
-0.00239499,-0.10055454,-0.01884584,-0.12096783,0.00082753
-0.00972805,-0.44505192,-0.02278366,-0.47611382,0.0014498
-0.51768985,-2.58870497,-0.82447252,0.85209139,4.78295873
-0.05407802,-1.0492209,-0.1397102,-1.00695546,0.23605366
-0.07419963,0.87548215,-0.13849507,0.81446055,0.15167308
-1.02155206,-5.72312051,-0.82123458,-3.16834398,4.39756318
-1.20585932,-4.67974185,-1.35709762,-0.66711174,6.57558705
-0.12305791,1.40670658,-0.30765896,1.89780971,0.92182
-0.01083338,-0.76416938,-0.02863696,-0.80110483,0.00253489
-0.00262875,0.44079547,-0.01450538,0.42397884,0.00031751
-0.77082126,-3.00361206,-1.02548388,2.23100607,7.03092327
-0.46404852,-3.85225779,-0.53701155,-2.20695019,2.64636766
-0.07533252,0.86606691,-0.1586893,0.83188902,0.19984393
-0.36692998,-1.88501366,-0.66617215,0.21630337,3.13441916
-1.35167334,-7.51224073,-0.91591664,-4.39088041,5.3889503
-0.06073412,0.94676744,-0.12952849,1.03305989,0.27655506
-0.29521422,1.60168204,-0.47385127,2.8852458,2.05262924
-1.80108603,-2.58424748,-1.46354605,2.27778748,8.12666704
-0.00383212,-0.2833174,-0.01487648,-0.30166113,0.00036487
-0.23478689,-0.74881712,-0.37346729,-0.11986018,1.23721112
-5.16907827,-25.67699301,-3.9129696,8.24214112,43.001182
-0.12584693,-1.11298155,-0.24889265,-0.72824664,0.75947449
-0.00996404,0.48564427,-0.03480128,0.44986003,0.00898108
-0.00762345,-0.69756177,-0.02471584,-0.72864277,0.00125829
0.6960876,-22.40694314,-3.62013195,41.37522926,66.70621675
-0.977006,-24.84831037,-3.57013075,28.29729706,57.69274418
-3.25151821,-6.52324057,-2.2617499,2.68861458,14.72512326
-0.26866524,1.28140657,-0.4496413,3.00439979,2.44129976
-2.33512533,-10.775743,-2.50031933,8.62883851,24.24002616
-0.01196853,0.79131899,-0.03440002,0.74903133,0.00408088
-0.00460482,-0.15135589,-0.01202199,-0.1678423,0.0001404
-0.04347511,0.59582327,-0.10292122,0.52566527,0.07623833
-1.1986032,-0.6335186,-1.07718988,1.70192672,4.6112384
-0.01991986,-0.79735944,-0.06958923,-0.85067236,0.03619617
-0.04671105,-0.03153682,-0.1187794,-0.06884664,0.12818063
-0.13041503,-1.89696046,-0.31008039,-1.35223531,0.98522058
-0.31986004,1.79083688,-0.47939263,3.35498582,2.36340161
-0.0216396,-0.75842393,-0.04351146,-0.81617028,0.00740471
-0.00486255,-0.63204897,-0.01689458,-0.65345883,0.00034726
-0.92744089,1.31249983,-1.02567447,3.95846654,4.59908207
-0.02144971,0.6741066,-0.05783149,0.62429191,0.02946652
-0.02357873,0.5003148,-0.06734781,0.45357048,0.04418222
-0.22617977,1.91866441,-0.30371867,2.55488371,1.16611774
-1.0817475,-5.92265987,-0.91262288,-2.90069251,5.01633775
-0.00746959,-0.30479828,-0.03167097,-0.33659826,0.00734057
-0.01434404,-0.57110534,-0.05310792,-0.61024898,0.0283083
-1.37986446,-3.86092746,-1.66861583,8.53184493,15.44125267
-0.00155547,-0.07800575,-0.01178912,-0.09093049,0.00041986
-0.09511017,-1.46897149,-0.15217852,-1.41247578,0.3037844
-0.47897869,-0.33764105,-0.63327877,1.23687808,2.68677659
-0.22682084,2.85355172,-0.27876778,3.50456509,1.15660198
-0.80100685,-3.01070056,-1.16089878,5.97673041,10.94933661
-1.56871107,-5.54021332,-1.52879076,-0.14038882,8.49732632
-0.00422871,-0.02162097,-0.01723164,-0.04238509,0.00069623
-0.00351015,0.52069472,-0.00763222,0.50955472,2.37e-06
-1.53051075,-3.2371437,-1.6329842,7.39805914,13.79869779
-0.02363116,-0.694378,-0.07338619,-0.71868434,0.07271101
-0.00271532,-0.23191428,-0.01737661,-0.25085591,0.0011503
-0.03097864,0.75400029,-0.06771555,0.68078947,0.02548336
-0.01606888,-0.94736172,-0.02864405,-0.9887847,0.00328994
-0.19169273,2.66010987,-0.26884899,2.90004517,0.70047702
-0.00182519,-0.32471242,-0.00783506,-0.33431138,6.127e-05
-0.02667478,0.38299696,-0.07049709,0.31574502,0.02991993
-3.06040066,-5.83480235,-2.81093962,10.99878345,22.70492608
-0.1013879,1.44204752,-0.22358549,1.82081746,0.70374332
-0.03763987,-0.00782289,-0.10371155,-0.00460928,0.14456503
-0.78019186,-1.97994034,-1.28982767,7.58443047,11.63439034
-0.0452984,-0.20850941,-0.11595314,-0.17220332,0.19755763
-0.37551408,-2.399086,-0.67131272,0.18726109,3.6331739
-1.26137493,-7.24221094,-1.22232536,-3.88715209,5.83875914
-0.28842189,-0.40895481,-0.47481508,0.45131944,1.62351123
-0.01418161,-0.44759673,-0.03543107,-0.48499622,0.01221318
-0.39433845,-3.69485493,-0.36594024,-3.38517783,1.06995579
-0.01018501,0.14174052,-0.02297928,0.10947804,0.0009018
-0.06778737,1.0471755,-0.15834301,0.97774824,0.15670312
-0.15389906,0.76339078,-0.27975599,1.00010695,0.67037123
-3.97337845,-18.200323,-3.05800037,9.10935415,34.34105597
-0.51523181,-16.33264126,-3.70306867,35.97441348,56.52535522
-0.00338655,-0.61227626,-0.02005724,-0.63537805,0.000342
-0.00264333,-0.03781738,-0.01470333,-0.0542468,0.00091724
-0.00805818,-0.01348225,-0.0262071,-0.04625251,0.00149502
-0.13992374,-1.35370675,-0.26530742,-0.98256861,0.7763693
-0.04247155,-0.44264421,-0.0754065,-0.5189998,0.04152246
-2.66651493,-14.9761165,-2.41989026,2.06557023,22.12809193
-0.37058997,-0.17398815,-0.57826893,1.32235709,2.44520414
-3.14700364,-9.11681573,-2.15048583,0.13437095,14.54867615
-0.1069263,1.86543205,-0.16582492,2.00434918,0.41166835
-0.45697876,-1.82603878,-0.78012592,1.6350669,4.69821036
-0.00990478,0.72945191,-0.03973079,0.68309894,0.00328259
-0.00104516,0.14956,-0.00601136,0.14250856,5.07e-06
-0.00415357,0.23086502,-0.0280953,0.20111927,0.00250311
-0.78859978,-1.20550112,-0.99269545,5.89171254,8.87850889
-1.74251551,-0.83836365,-1.70089743,6.10388196,10.38565855
-0.28781034,1.71029607,-0.36609692,2.9683909,1.91200209
-0.01743023,0.76645291,-0.0454854,0.71879284,0.01525556
-0.0079371,-0.32404718,-0.02156903,-0.35180696,0.00174635
-0.00580184,0.3997961,-0.02237682,0.3728396,0.00122215
-1.5384743,-10.86976199,-1.94420786,5.31495045,19.6673946
-0.00918957,-0.58609547,-0.0458874,-0.63429026,0.00688217
-0.12363,1.50215039,-0.22145882,1.53705017,0.37998861
-0.10181658,1.15613356,-0.19888475,1.21890434,0.36347211
-0.00293441,-0.43175665,-0.01067359,-0.44519026,0.0001744
-0.0045609,0.41771249,-0.02593657,0.3918262,0.00461118
-0.37049888,-2.84124037,-0.46119993,-1.90183898,1.7711002
-0.13383116,-1.23420124,-0.26441435,-0.50883508,1.12361166
-0.07827162,1.20577405,-0.13830313,1.11888419,0.12968488
-1.91648862,1.68333959,-1.54535921,6.21505745,7.9935657
-0.33236009,-3.12685195,-0.52574274,-0.92120777,3.06374701
-0.0696195,1.12423216,-0.11948855,1.03704706,0.10192294
-0.00449281,-0.54771194,-0.02530971,-0.57506457,0.00244988
-1.24503049,-5.56922417,-1.97995095,20.59445544,29.38866106
-0.00519934,0.38016058,-0.01291047,0.36218746,0.00013669
-1.66851068,-7.49611054,-0.95521084,-4.51084457,5.60898749
-0.00778181,-0.18381446,-0.03026946,-0.21873731,0.00312842
-0.02535189,0.58761971,-0.06980608,0.52178831,0.02932657
-0.01703143,0.2085734,-0.06205513,0.16942616,0.03993932
-0.03250561,0.45747698,-0.11708351,0.42248596,0.11459811
-0.10037825,-0.16295104,-0.24306839,0.07664932,0.583047
-0.3594074,-0.49407689,-0.52397258,1.01500463,2.3924615
-2.35124572,-7.63866079,-1.94934155,4.35743633,16.29668439
-1.42775303,-22.08792208,-3.90253717,39.37633517,66.79454744
-0.00768649,-0.36110823,-0.01934368,-0.38740949,0.0007289
-0.01638424,-0.24764494,-0.04772119,-0.29835713,0.01339324
-0.0069477,0.35642164,-0.02477737,0.32739401,0.00269744
-0.36240304,-2.56809759,-0.50301977,-0.60902549,2.82449492
-1.11186798,-4.53623215,-1.2600658,0.52731065,7.43547658
-0.15863775,-0.24024651,-0.25797266,-0.01294942,0.64390749
-0.0166883,0.16831721,-0.05421702,0.10876572,0.01135383
-2.25465279,-6.78913179,-1.35970077,-2.51553779,7.88794756
-0.00375843,0.09738797,-0.01636475,0.07775882,0.00049402
-0.31893604,-3.16493101,-0.29675203,-3.01822908,0.76239001
-0.03680783,0.68296904,-0.10120669,0.68295549,0.13800098
-0.00261688,-0.02080297,-0.0120413,-0.03535982,0.00010132
-0.1905746,1.37087682,-0.31932061,2.53209845,1.67111684
-0.02297259,-0.83624137,-0.04467862,-0.8834102,0.02048238
-0.31804767,-0.74933348,-0.50040208,0.3698532,1.93763643
-0.31872481,1.60990599,-0.44432534,1.9224392,1.07558336
-1.13315432,-3.64892278,-1.48747643,10.94070629,17.21025982
-0.191212,-0.49029261,-0.28159845,0.13062628,1.09372934
-0.06550445,1.0739532,-0.17903178,1.19865113,0.36923417
-0.05735095,-0.42415963,-0.14749839,-0.37730461,0.25170435
-0.29437116,-2.72917312,-0.40198858,-1.80084352,1.62468934
-1.5934662,-5.91862583,-1.7793281,8.61927854,17.91069868
-0.06229742,-1.56525564,-0.12786819,-1.51360444,0.24181681
-0.046061,-1.10732765,-0.07061627,-1.17960055,0.04440438
-0.01344107,-0.60527178,-0.0262051,-0.64269589,0.00222207
-0.09672466,-0.05907341,-0.2141232,0.15698331,0.52690457
-0.00828812,-0.29594518,-0.03635008,-0.33107659,0.00950679
-0.04450579,0.65912786,-0.12587455,0.58431162,0.0955641
-0.01153096,-0.36111975,-0.03266187,-0.39962994,0.00568265
-0.22466798,2.71588533,-0.28536387,3.36919369,1.16334021
-0.01665061,-0.50845015,-0.04357122,-0.55785601,0.01081596
-0.0081166,0.5748027,-0.01718426,0.55020905,0.00070721
-0.58177135,-3.48486587,-0.64592601,-2.20744756,2.50511566
-0.03953924,0.89000056,-0.09516066,0.82805128,0.07275063
-0.01719822,-0.76718785,-0.04229906,-0.81599094,0.01069419
-2.79804636,-0.91502461,-2.48070682,13.31456016,19.50833794
-4.51083325,-21.80059496,-4.08297127,20.44850604,50.84290553
-0.17197895,-0.25560672,-0.32441003,0.8694296,1.62142529
-1.64813476,-6.8615281,-1.51591601,-0.30415573,9.72142314
1.82019543,-45.75894285,-5.82449987,56.63830388,106.40155117
-0.13558086,-1.78681588,-0.18458546,-1.70919441,0.3977878
-1.26301503,-3.61144072,-1.48829643,3.36594916,9.72870133
-0.03887501,-0.10107207,-0.09435222,-0.14470638,0.08959292
-1.11589063,-0.67471297,-1.28050804,5.1834616,8.25457325
-0.00669176,0.42004745,-0.03232508,0.38625889,0.00522829
-2.24090522,2.26717251,-1.59513252,6.62153777,8.190403
-0.00148251,0.20232752,-0.00439343,0.19645172,1.4e-07
-2.14818435,-7.3760313,-1.30907759,-2.13957471,8.69371853
-0.59482328,3.6209134,-0.57173285,6.31654841,3.86219114
-0.91820486,0.86723604,-1.25115468,7.94467714,9.24680064
-0.80483912,-5.400092,-0.88165595,-0.38216317,6.70442389
-1.64583625,-6.61150368,-0.98837528,-3.38892252,5.8567927
-0.07722367,-1.12429119,-0.15636439,-1.15635466,0.20152459
-2.20223878,-1.36371884,-2.51468619,18.69399388,24.77463769
-1.47206635,-3.75231026,-1.54166226,6.36638726,13.13242612
-0.00595515,-0.31716803,-0.0301415,-0.34900531,0.00425938
-0.43880559,1.68585065,-0.52316269,2.32474155,1.60085918
-0.19967937,1.76955652,-0.39018337,2.2798011,1.10010732
-0.09125002,1.91332815,-0.19339735,2.05273599,0.42405521
-0.00803673,0.22602717,-0.03245285,0.19131831,0.00578073
-0.01710033,0.19748041,-0.05852504,0.15322022,0.03136518
-0.59632263,-2.36456708,-0.69922205,-0.91729007,2.74282169
-0.00789851,0.59775294,-0.02515839,0.56762524,0.0029292
-0.0606181,-1.09094133,-0.13404134,-1.10216702,0.18343375
-0.06697565,0.04292879,-0.16762213,0.09528222,0.2869512
-0.11183464,1.12838512,-0.1985507,1.07859865,0.26059888
-2.97543701,-2.56655868,-2.27528185,7.07519124,14.89246877
-0.43756894,-1.15510752,-0.58829804,0.15850139,2.33947589
-0.02006498,-0.7880484,-0.03675998,-0.84019019,0.00468317
-0.01799833,-0.7071729,-0.05767787,-0.76328698,0.01956212
-2.64678023,-7.22877442,-1.82528344,-0.87998604,10.82085204
-0.03872755,0.10356353,-0.11463385,0.10433117,0.15412904
-0.01998596,-0.88709093,-0.04581067,-0.94229457,0.01059299
-5.50780322,-9.90586507,-4.13227735,22.34046604,41.88641169
-0.49124434,1.41343236,-0.607248,4.86105205,4.54611203
-4.69763813,-17.36144456,-2.63087459,-1.62637188,23.0635854
-0.41218424,2.59798332,-0.56647739,4.68126771,3.06194602
-0.88591662,-4.28706911,-0.94069651,-1.25910693,4.85457531
-0.01219477,-0.74179247,-0.02235966,-0.77496754,0.00137936
-0.84072182,-5.58220401,-0.61652752,-4.09383469,2.94561866
-0.00594833,-0.60755751,-0.01542107,-0.62831647,0.00061044
-0.01054716,0.42743341,-0.02527585,0.39294764,0.00133724
-0.18829792,0.44109301,-0.54141206,1.7943142,2.08293116
-0.87317747,-3.96962417,-1.06561076,2.75410416,8.66251657
-0.50283819,3.18314423,-0.54065064,5.5529549,3.41329951
-0.00787924,0.31509455,-0.04587453,0.27574312,0.01440234
-0.28992034,0.02612352,-0.47629425,1.11511645,1.85520752
-0.00326802,-0.32889426,-0.0138403,-0.3457448,0.00025778
-0.13297734,1.83081635,-0.21756434,1.75900869,0.27873402
-0.71014599,1.97230928,-0.91969108,6.06367938,5.72120716
-0.68649234,-0.26331907,-0.83145412,3.6353568,5.41662233
-0.83541315,-0.56809382,-1.03043231,2.10836,4.54229928
-2.01165934,-4.16417278,-1.74712748,3.19774642,11.12070602
-0.89879971,0.13281262,-0.84318798,2.15542578,3.76460085
-0.09083833,0.32196158,-0.18728053,0.39578198,0.35193926
-0.12258808,-1.40642282,-0.25421442,-0.96064604,0.82257928
-0.05089287,-1.48350514,-0.12578519,-1.48415381,0.17602938
-0.31650612,-1.03022526,-0.48942786,0.63063457,2.46679381
-0.0095674,0.46486568,-0.03339729,0.42791379,0.0060128
-0.00972759,-0.16162705,-0.02923968,-0.19765745,0.00293687
-0.00166686,-0.37160343,-0.00670437,-0.37996938,5.28e-06
-3.74801871,-12.91305372,-2.73719192,1.67782873,21.07609308
-1.18084976,-1.13563602,-1.4171857,13.53326878,17.26694027
-0.02280587,1.15420399,-0.06157112,1.08811638,0.01828939
-0.04119294,1.41104923,-0.0778466,1.33664507,0.04463538
-1.10433909,2.60349988,-1.14827857,10.83736023,10.48647801
-0.02212694,-1.09823605,-0.05024704,-1.15729143,0.0133186
-0.50637117,-1.69935745,-0.57304476,-0.1593872,2.61938617
-0.84014979,-4.12991322,-0.86422773,-1.88786977,3.94642098
-0.05710473,1.43801736,-0.09889009,1.37960737,0.09758482
-0.14332597,-0.50733994,-0.28917005,-0.07807884,0.86175711
-0.00049227,-0.29790684,-0.01098773,-0.30921191,0.00017493
-2.74961335,-8.95632559,-2.35523469,2.71746444,16.77863807
-0.0180373,-0.93725919,-0.0538516,-0.99272008,0.016428
-0.11411039,-0.69271363,-0.21488779,-0.59793087,0.42378094
-0.00281707,0.38124751,-0.01274641,0.36580907,0.00012504
-4.62511743,-30.62963759,-5.32490277,23.58676369,64.16642149
-0.02032726,0.84019119,-0.06841458,0.78736924,0.03591989
-1.25099839,-7.04128113,-0.96180254,-2.73842642,6.51565565
-0.05175002,0.57244636,-0.09966648,0.50249952,0.08146967
-0.1409227,-0.99893037,-0.22421127,-0.79537562,0.56868873
-0.24099263,2.16240073,-0.34066606,2.31279067,0.73204864
-0.01065924,0.40119685,-0.02406067,0.36777162,0.00129468
-1.23399419,-5.76345293,-1.6659206,8.7082421,17.37160983
