induction,electrostatics,dispersion,total,exchange
-0.27221489,3.28416228,-0.4325677,4.05566236,1.47628267
-0.08111624,-1.06577711,-0.12364008,-1.07444543,0.19608799
-0.01805007,1.15105709,-0.03945692,1.10360757,0.01005746
-0.00885649,-0.51778978,-0.02917123,-0.55359205,0.00222545
-0.26658699,-1.31833783,-0.48480099,-0.14415203,1.92557378
-1.05157352,1.699383,-1.16921201,5.31396452,5.83536705
-0.96496571,-5.7518886,-0.90284451,-2.52820508,5.09149373
-0.33281661,-0.87291732,-0.562739,0.7184727,2.48694564
-0.34989891,2.19083168,-0.38328415,2.26967326,0.81202464
-0.08384665,0.39471745,-0.16878384,0.58701724,0.44493027
-0.32014335,-2.73733693,-0.31480436,-2.4105207,0.96176394
-0.16829417,-1.16660743,-0.22222322,-1.08809051,0.4690343
-0.00299691,0.20700428,-0.00780069,0.19621663,9.94e-06
-0.10787531,-2.40622902,-0.19575674,-2.24845496,0.46140611
-0.89022312,-4.95577954,-0.79274673,-3.15241877,3.48633062
-0.0112013,0.4415219,-0.04569068,0.40485077,0.02022086
-0.04525717,0.76224725,-0.09569148,0.77793102,0.15663241
-0.01555893,-0.92688019,-0.0248706,-0.9653173,0.00199242
-2.17886556,-7.73257408,-1.59663787,1.54462367,13.05270118
-0.13673988,0.73001005,-0.3292133,1.26388485,0.99982799
-0.01293278,0.88155434,-0.04427243,0.83620445,0.01185532
-1.31208469,-4.15341185,-1.83301965,19.47809793,26.77661412
-1.07495727,-5.27296578,-1.51752605,8.52837844,16.39382754
-0.79440172,-4.82215932,-0.69164301,-3.17425791,3.13394613
-5.67158546,-21.55963816,-3.59237511,9.33608276,40.15968149
-0.05771711,-1.548908,-0.12283185,-1.55323389,0.17622306
-0.20652264,1.585203,-0.36121449,2.17644574,1.15897987
-0.16363541,0.534714,-0.40048919,1.36915622,1.39856682
-1.62162266,-32.43404052,-4.9773641,34.9761446,74.00917188
-0.31108188,-2.34847697,-0.36910368,-1.88806298,1.14059955
-0.26497954,1.15042044,-0.44294723,1.42774902,0.98525535
-0.07675639,0.17081461,-0.20169903,0.30829524,0.41593605
-0.4954678,1.77086156,-0.76657449,6.38300259,5.87418333
-0.23060166,-0.13361498,-0.42381958,1.11121965,1.89925587
-0.00671563,0.12204997,-0.02912382,0.08897396,0.00276344
-0.0659716,-0.86753857,-0.12903051,-0.8358751,0.22666558
-0.46819159,-3.06101604,-0.67392293,-0.56903704,3.63409352
-1.23793281,-7.14684381,-0.93271689,-3.94761575,5.36987776
-0.01867794,1.01632836,-0.06848377,0.96805575,0.03888909
-0.00586398,0.62166171,-0.02135187,0.59562607,0.00118021
-0.10807768,-1.69208679,-0.21911583,-1.59903835,0.42024196
-0.03140067,0.86889972,-0.07864419,0.78892339,0.03006853
-3.34317621,-28.19812647,-4.18471039,18.96160779,54.68762085
-0.00981379,0.42580638,-0.02742297,0.39206436,0.00349475
-0.58553395,2.21464101,-0.62420488,5.10622561,4.10132343
-0.0085463,0.63435877,-0.02823559,0.60064696,0.00307007
-2.70071588,-16.94904839,-3.29034923,14.38904833,37.32916183
-0.38660813,0.93435142,-0.48836812,1.5298462,1.47047103
-0.00328484,0.49410615,-0.01361194,0.47730243,9.306e-05
-0.10274901,2.34203316,-0.13260878,2.30808903,0.20141366
-0.78308673,-4.96639698,-1.1345625,1.77365536,8.65770157
-0.06416842,-0.65666673,-0.17806652,-0.65529349,0.24360818
-0.01663672,0.41549436,-0.06695065,0.3814856,0.0495786
-0.00470556,0.52061858,-0.01681764,0.49966277,0.0005674
-0.7330747,2.10537895,-1.01228068,6.03209407,5.6720705
-0.19933608,2.95987778,-0.37300504,3.17893067,0.79139401
-1.46673978,-3.95449543,-1.74989518,5.54924632,12.72037671
-0.01011937,-0.64265717,-0.03905969,-0.68339548,0.00844074
-0.07529944,0.67429258,-0.13733801,0.64572113,0.18406601
-0.02326169,-0.40099958,-0.07933635,-0.44189507,0.06170255
-0.19749476,0.55332591,-0.37890093,1.40335305,1.42642283
-0.09055871,0.85336648,-0.21507673,1.06795408,0.52022304
-0.16225746,-1.50693213,-0.24749108,-1.27689999,0.63978068
-2.01395815,-9.91434113,-1.79843719,2.58219149,16.30892796
-0.92187184,-3.47535609,-0.91153076,1.17626221,6.48502089
-3.79380301,-23.35069014,-3.61153702,15.20347073,45.9595009
-0.00699598,-0.66526538,-0.03743115,-0.69873092,0.01096159
-0.01361547,-0.74460621,-0.02284995,-0.7795334,0.00153822
-0.80104139,-0.10033351,-1.08585498,3.44734323,5.43457311
-0.02146878,-0.04867539,-0.05572731,-0.1003225,0.02554898
-0.00776596,0.56246661,-0.02512538,0.5327952,0.00321994
-1.09898121,-5.19247624,-1.06071104,-0.7350726,6.61709589
-0.06305956,-0.30368725,-0.11840478,-0.28948036,0.19567124
-0.00977618,-0.08690726,-0.02458171,-0.11927843,0.00198672
-0.01986152,0.45026094,-0.05519405,0.39487451,0.01966913
-0.57388081,-0.10789227,-0.82430441,5.87794989,7.38402737
-0.01864311,0.02604205,-0.0581187,-0.02889611,0.02182365
-0.02677167,-1.01845773,-0.05303595,-1.07510779,0.02315756
-2.68610256,5.60706069,-1.57023902,8.25875852,6.9080394
-1.13637504,-34.0391782,-5.60035373,44.00829445,84.78420142
-0.78107875,-2.94814169,-0.68530884,-0.32904863,4.08548066
-0.12641458,0.38119663,-0.27296154,0.68244051,0.70062
-0.06864107,0.74869533,-0.14306254,0.76569374,0.22870202
-0.01239374,0.1258783,-0.04383719,0.08623665,0.01658928
-0.17852488,-0.77210067,-0.3265579,-0.6513266,0.62585685
-1.02535033,-18.05915638,-2.69506593,19.38108856,41.16066119
-0.2699626,-0.24622597,-0.37777334,0.59723691,1.49119881
-0.05670618,-0.6399951,-0.14139664,-0.63446669,0.20363124
-0.03882483,-0.67369326,-0.10343689,-0.69060879,0.12534618
-0.53381553,-2.32221527,-0.77543221,0.80491631,4.43637933
-0.06379715,1.44449272,-0.10005793,1.33856941,0.05793177
-0.27641618,1.7084473,-0.37065499,1.83749413,0.77611801
1.99364936,-31.35633372,-5.65648223,66.68547611,101.7046427
-0.02241547,0.94408329,-0.04385742,0.88718737,0.00937697
-4.61902359,-19.78753206,-3.34194151,10.22726011,37.97575726
-1.65578798,-7.39989811,-2.49313652,19.73020829,31.2790309
-3.8219538,-16.48969269,-2.67618514,-0.30825987,22.67957177
-0.40250789,-1.73614106,-0.69315409,1.40111059,4.23291363
-0.02288898,0.69213884,-0.05067208,0.64081926,0.02224149
-6.75325044,-17.29247616,-3.3260864,5.17290679,32.54471979
-0.69266502,2.95125454,-0.65354748,6.66025076,5.05520872
-0.00642808,-0.24089029,-0.01803414,-0.26471829,0.00063423
-0.0051429,0.13447544,-0.02049165,0.10938698,0.00054609
-0.42294074,-3.31422631,-0.5461413,-2.65344233,1.62986602
-0.00266342,0.33215171,-0.00856176,0.32093476,8.23e-06
-6.40313225,-19.12261469,-2.94695184,0.43535918,28.90805796
-0.13031041,-0.40299172,-0.28121952,0.17735965,0.99188129
-0.19480168,-2.73521048,-0.25306125,-2.50493848,0.67813492
-0.17679947,-0.68678713,-0.32011701,0.13953268,1.32323629
-2.87958676,-1.44110798,-2.14488561,7.30758526,13.77316561
-0.34604918,-0.86692822,-0.59507305,0.42503156,2.23308201
-0.96013412,-3.79816167,-1.04818921,1.38142595,7.18791095
-0.01037554,0.06122213,-0.0276448,0.02644509,0.0032433
-0.11014527,-0.53024848,-0.21417938,-0.1614434,0.69312973
-2.69262357,-3.41492749,-2.63882772,12.73939429,21.48577306
-0.97478618,-14.46089262,-3.25314863,34.77753436,53.46636179
-2.85627282,-17.414358,-2.54626008,4.15880353,26.97569443
-0.00493396,-0.36520106,-0.01343089,-0.3833662,0.0001997
-0.52239561,0.05871866,-0.6546462,3.34362577,4.46194893
-0.23763325,0.23575534,-0.36798581,1.00624967,1.37611339
-2.0889668,-11.0122174,-2.55293997,17.4327732,33.08689737
-0.06756887,0.86329186,-0.21482431,1.07977211,0.49887343
-0.39123494,-3.47654015,-0.59238687,-1.03386007,3.42630188
-0.00369397,0.04017683,-0.01730784,0.01956919,0.00039417
-2.0017824,0.92751049,-1.78446932,7.67700744,10.53574867
-0.00439877,0.56962382,-0.01517357,0.55034038,0.0002889
-0.00532174,-0.19868177,-0.03017593,-0.23224892,0.00193052
-0.00282976,-0.55081537,-0.00991152,-0.56349015,6.65e-05
-0.15560706,-1.45480588,-0.20802251,-1.4183008,0.40013465
-0.07337915,-0.32183898,-0.16123401,-0.20513391,0.35131822
-0.06216562,1.49960151,-0.10136084,1.44326618,0.10719114
-2.01212853,-9.57534551,-1.49447053,-0.62936484,12.45257974
-0.05995613,0.56050591,-0.13416756,0.63310555,0.26672332
-0.00171346,0.32303455,-0.00818359,0.31317088,3.338e-05
-0.00547874,0.08844932,-0.01451493,0.06873093,0.00027528
0.00020565,-0.24076308,-0.00240583,-0.24296321,6e-08
-0.01289941,0.24257172,-0.03595339,0.20034651,0.00662759
-0.06731351,0.46006587,-0.15874215,0.4459943,0.21198408
-0.16180379,-0.25457103,-0.40426562,0.49359041,1.31423085
-0.12350461,2.0289631,-0.22918521,1.96022416,0.28395088
-0.00263931,0.25183594,-0.00778813,0.2414343,2.58e-05
-1.17862642,-4.18722847,-1.85375345,9.91117312,17.13078146
-0.03316596,-0.74053764,-0.10008975,-0.73225641,0.14153694
-0.00571771,0.20679635,-0.02461801,0.17889339,0.00243276
-0.01214997,0.16754072,-0.05078583,0.1201521,0.01554718
0.00027542,0.09618133,-0.00149099,0.09496576,0.0
-2.87317144,-10.29099514,-1.96356802,1.79333125,16.92106585
-0.02211467,0.81293834,-0.05960566,0.75102708,0.01980907
-0.03920242,-0.71960021,-0.10807038,-0.7278259,0.13904712
-0.05488539,0.50943432,-0.10399163,0.44123058,0.09067328
-0.05566929,1.65790961,-0.08156812,1.58750409,0.0668319
-0.00932992,-0.79992984,-0.01694348,-0.82571047,0.00049277
-0.2957447,-2.11991622,-0.50051484,-1.10260832,1.81356745
-0.03066221,-0.28209504,-0.08203111,-0.29140509,0.10338328
-1.56276407,-7.67246426,-1.26323576,-1.03922499,9.45923911
-0.04347989,-0.05499715,-0.09852195,-0.11561912,0.08137987
-1.84115813,-1.30666946,-2.2059925,10.28068321,15.63450331
-0.03646184,0.43145931,-0.08820251,0.37130212,0.06450716
0.02513014,-22.69343909,-3.21602531,33.05113255,58.93546681
-1.32141181,5.2119363,-1.09319489,6.89639643,4.09906682
-1.68359279,-7.14365821,-1.28127896,0.12149701,10.23002697
-0.01446322,-0.01058893,-0.04806211,-0.06345954,0.00965472
-0.00408162,0.59897936,-0.01002118,0.5848825,5.94e-06
-1.01656456,-1.24613138,-1.01881311,2.05870748,5.34021653
0.20371032,-15.45663559,-2.99124986,36.07153192,54.31570705
-0.08895923,-1.96658271,-0.10277023,-2.0672144,0.09109778
-0.31467265,-3.12819204,-0.44120408,-2.40339979,1.48066897
-0.01667331,-0.55346566,-0.03077879,-0.5955014,0.00541636
-0.05896941,1.33669178,-0.10700397,1.33535438,0.16463599
-0.02317751,1.28627183,-0.07098638,1.20791326,0.01580533
-0.53258033,0.16832638,-0.75665128,1.6976616,2.81856684
-0.03831945,1.23735051,-0.0653649,1.18538336,0.05171721
-1.54799152,-7.38638277,-1.8953463,8.96658522,19.79630582
-0.00735425,0.40833944,-0.03616334,0.37458256,0.00976071
-2.8983638,-11.74746652,-2.59660765,10.66792193,27.9103599
-1.89930243,-15.38921942,-3.39820319,19.2289397,39.91566474
-1.38572414,-9.26199121,-1.49806311,1.05118311,13.19696158
-0.00686428,0.66689939,-0.02335952,0.63812923,0.00145363
-0.59484255,-4.15527149,-0.741226,-1.08893663,4.40240341
-0.10537283,1.15364369,-0.17619639,1.52500268,0.65292821
-0.02592456,0.28849952,-0.08371762,0.25042393,0.07156658
-6.73876936,-16.75437875,-2.91899275,-1.28118773,25.13095314
1.18040487,-22.06360986,-3.75917736,54.96199824,79.60438059
-0.01204489,-0.50563947,-0.02627883,-0.54149265,0.00247055
10.75759841,-49.77865876,-5.75995634,93.01883443,137.79985113
-0.02245736,-0.58643963,-0.07067288,-0.61690405,0.06266582
-0.13461664,-0.08849008,-0.29427002,0.3465013,0.86387805
-0.12951597,0.58628511,-0.2493972,0.92074254,0.7133706
-4.40845587,-16.30370088,-2.54952043,0.66059137,23.92226854
-0.01177527,-0.6120629,-0.04321484,-0.65385357,0.01319944
-0.29128048,-0.70691095,-0.49919454,-0.27337865,1.22400732
-0.54843455,-2.17490222,-0.82849884,1.06315413,4.61498974
-0.01766162,-0.87935982,-0.07055125,-0.93951022,0.02806247
-0.05267964,-0.79517783,-0.13171216,-0.74233071,0.23723892
-0.15241484,1.72722922,-0.32901317,1.86866553,0.62286432
-0.04770258,-1.03651921,-0.07340057,-1.11960333,0.03801905
-0.07146969,0.21962574,-0.18581908,0.33654028,0.37420332
-2.19571202,-10.12809717,-2.7027481,19.94367126,34.97022855
-0.78954002,-1.45554078,-0.9924152,4.34300751,7.58050351
-1.86700746,-11.51875031,-2.17436295,6.83866485,22.39878557
-0.00756031,0.42586394,-0.03262651,0.39073385,0.00505674
-0.00683088,-0.42338793,-0.0272908,-0.45467224,0.00283738
-2.28657259,-4.80271358,-3.04853994,27.04051935,37.17834546
-0.19198055,1.91615188,-0.25457524,1.8512403,0.38164422
-0.00672362,0.31023608,-0.02780021,0.2784601,0.00274785
-0.00989892,0.10112936,-0.03007405,0.06512457,0.00396817
-0.38295573,-1.16527646,-0.51360108,0.17252268,2.23435595
-0.07637611,-0.96215057,-0.13108093,-1.026997,0.14261061
-0.01404929,0.42643435,-0.04715646,0.37705977,0.01183116
-0.95722354,-3.04534621,-1.15115539,4.60559196,9.75931711
-0.11201124,1.47743784,-0.21770597,1.82023894,0.67251832
-0.08812478,0.6003951,-0.18226724,0.60755677,0.27755369
-0.00543518,0.07876834,-0.01983992,0.0541359,0.00064266
-2.40030705,-0.68185308,-1.9438301,7.84722246,12.87321269
-0.01825567,-0.85621271,-0.04486966,-0.89844063,0.02089741
-0.59989441,-2.75122327,-0.61364577,-0.92925278,3.03551066
-0.23453186,-2.42304207,-0.33747778,-1.75339375,1.24165795
-0.34180475,-0.40754316,-0.50006132,0.71794405,1.96735327
-0.39991976,-2.82302503,-0.37724527,-2.28995843,1.31023162
-2.963e-05,-0.11983809,-0.00533582,-0.12520087,2.67e-06
-0.19473411,-1.68036456,-0.21184492,-1.58466691,0.50227668
-0.24421488,-0.48827216,-0.3679279,0.37607765,1.47649259
-0.00956456,-0.48490528,-0.02359089,-0.51641706,0.00164367
-0.70500335,-2.83696438,-1.16932925,3.34707682,8.05837379
-0.95771325,0.47361224,-1.01969307,3.27188925,4.77568332
-0.28285584,2.09401689,-0.43073257,3.28814266,1.90771418
-2.18232805,-10.95053735,-1.70655528,-0.62683262,14.21258807
-0.02472163,-1.16260666,-0.07204376,-1.22507182,0.03430023
-0.00378802,-0.04882087,-0.02369062,-0.0734092,0.0028903
-0.28538433,-0.51491151,-0.41901296,-0.13230641,1.0870024
-0.00817927,-0.34314197,-0.01833392,-0.36860367,0.00105149
6.921e-05,-0.18615139,-0.00338174,-0.18946382,1e-07
-0.00687706,-0.58418491,-0.01804434,-0.60825881,0.00084751
-0.57355908,-1.69163398,-0.81135009,1.19278216,4.26932531
-4.24382301,-17.49202165,-2.73252367,2.90069882,27.36906714
-1.53641764,-13.29225793,-2.60206129,15.12949384,32.56023071
-0.0115389,-0.46528773,-0.06228724,-0.518633,0.02048087
-0.01347924,0.93961433,-0.02017747,0.90627409,0.00031646
-0.35305004,-3.02886418,-0.55018275,-0.97296801,2.95912896
-0.0689859,0.16352826,-0.17057144,0.19446608,0.27049516
-2.05229963,-1.97759156,-2.21301767,22.66510778,28.90801665
-0.00035711,0.05561682,-0.00650021,0.04877018,1.067e-05
-0.00659941,-0.15711137,-0.02160243,-0.18438591,0.0009273
-0.13238717,0.03989349,-0.25417686,0.2273494,0.57401994
-0.02830801,-1.1534939,-0.04693157,-1.20939963,0.01933385
-0.71329498,-3.44557808,-0.81719443,-0.09711437,4.87895312
-0.28111817,-0.0548505,-0.50878236,0.7672668,1.61201782
-0.97807609,-2.42585297,-1.44096022,8.94428758,13.78917686
-0.68931599,-2.81173719,-0.68380585,-0.67478228,3.51007676
-0.11597854,-0.9576391,-0.26225806,-0.89678924,0.43908647
-5.51174648,-11.68916219,-3.10408087,5.98539239,26.29038194
-0.17364646,-22.49399259,-3.42948409,37.14160656,63.23872971
-0.00583315,-0.10649183,-0.03209187,-0.14083323,0.00358361
-1.49224265,-0.39194794,-1.88065471,9.60139931,13.36624461
-1.68108351,-8.31550539,-1.29460062,-1.01647947,10.27471005
-0.01644979,0.07514756,-0.04114876,0.03127199,0.01372298
-1.01930198,-4.35802349,-1.07488704,0.64396409,7.0961766
-0.01023386,-0.74349843,-0.02062629,-0.77296732,0.00139127
-2.03656669,-16.85575984,-2.68152652,10.5265782,32.10043124
-0.76530255,0.85220149,-0.88295642,3.8448514,4.64090888
-2.55583019,-12.27515879,-3.2684672,15.06795916,33.16741534
-0.04057401,-1.18309887,-0.0919977,-1.23480325,0.08086732
-0.00895421,0.00954409,-0.02318776,-0.02152941,0.00106847
-0.38794629,-2.91042406,-0.59602393,-1.31372194,2.58067234
-0.50799321,-0.32154887,-0.71023563,2.7568525,4.29663021
-1.55002065,-4.64733593,-1.66283578,7.69007771,15.55027007
-0.42169011,-2.05706731,-0.51445033,-0.94318524,2.05002251
-1.70495038,-10.56878388,-2.04530867,2.99687139,17.31591433
-1.61768276,-7.43145877,-2.119014,9.66276992,20.83092544
-0.01859105,0.09037976,-0.04241826,0.04089116,0.01152071
-0.29167566,-2.14906666,-0.53993544,-0.14277025,2.83790751
-0.12381042,-2.01507505,-0.2216154,-1.94801625,0.41248462
-0.02003422,-0.51888591,-0.06231661,-0.58341545,0.01782129
-0.09080045,-0.37349937,-0.21323934,-0.26622167,0.41131749
-1.2046351,0.98667732,-1.17247601,9.72494434,11.11537813
-0.03358042,1.1434908,-0.05545704,1.07675412,0.02230078
-0.16375109,-2.31017166,-0.16695507,-2.3746563,0.26622151
-0.35996652,-1.42958105,-0.62284831,0.55282977,2.96522565
-0.36972535,-0.26079649,-0.53799607,0.78556385,1.95408177
9.38478407,-50.79346069,-6.176633,97.17640162,144.76171124
-0.01772738,-0.62345671,-0.03135522,-0.66799187,0.00454744
-1.11010505,0.49069154,-1.70779566,8.71784439,11.04505356
-0.3606148,-2.84523294,-0.45806823,-1.95839637,1.70551961
-0.07244438,-1.65148014,-0.14413955,-1.70055228,0.1675118
-0.03450874,0.55820686,-0.10334299,0.5475434,0.12718826
-2.21560028,-12.23912634,-3.55258305,29.44181631,47.44912599
-0.00187891,0.24224258,-0.0102966,0.23013785,7.078e-05
-1.89025515,-7.7886503,-1.54786709,-0.23998437,10.98678817
-0.56640372,-0.49447042,-0.79251051,2.18359511,4.03697976
-2.4867975,-4.94121196,-2.81802951,14.26494204,24.51098101
-0.97390756,-5.15584584,-0.6589257,-3.90148668,2.88719242
-1.02159871,-7.63862262,-2.21226892,18.68133551,29.55382577
-0.03683052,-1.01425545,-0.12693048,-1.0309163,0.14710015
-0.00726262,-0.69291243,-0.0182179,-0.71773353,0.00065941
-0.0836538,1.80427578,-0.19725541,1.77518836,0.2518218
-0.03431677,-0.41095858,-0.08406166,-0.45799251,0.0713445
-0.62932774,2.72760274,-0.72652838,3.94850918,2.57676255
-0.1907697,2.98203353,-0.24037848,3.22633039,0.67544504
-0.09762217,0.73737344,-0.21327626,0.84139847,0.41492346
-0.76939995,-2.50736406,-1.06639127,2.52729374,6.87044903
-3.93252378,-10.9902244,-2.2559713,0.31553835,17.49425783
-0.01111998,-0.50945622,-0.04423928,-0.55360294,0.01121254
-0.08603648,-0.91313911,-0.20548101,-0.66292785,0.54172875
-4.15358936,-13.72172518,-3.51344947,12.05468149,33.44344551
-0.25141663,-0.18850341,-0.36743742,0.64282282,1.45018029
-1.50532325,-5.93130372,-1.85407801,5.78141651,15.07212149
-0.0755491,-1.68075283,-0.12149319,-1.70665167,0.17114345
-0.04931285,1.43388956,-0.13676853,1.36498832,0.11718013
-4.09081716,-10.28006793,-2.11719602,0.87072191,17.35880301
-0.09850774,0.79532333,-0.17938751,0.68701713,0.16958905
-0.10860928,-1.43881275,-0.14367076,-1.45530794,0.23578484
-1.11010891,-6.03196833,-0.74329719,-4.03174882,3.8536256
-0.04179968,0.974322,-0.09116386,0.89891705,0.05755858
-0.00425426,-0.32291,-0.03044972,-0.3517076,0.00590638
-0.02403734,0.10541988,-0.06197972,0.06630536,0.04690255
-0.43018139,-3.10760103,-0.38010021,-2.47678622,1.44109641
-0.9310403,-7.14644394,-1.50923845,9.10907991,18.6958026
-0.41060503,-2.77535406,-0.62808072,-1.25993739,2.55410242
-0.00528092,0.2889777,-0.01838132,0.26596032,0.00064486
-0.01419289,0.74036465,-0.04473548,0.69909044,0.01765416
-0.0572737,0.8444463,-0.11960041,0.79913449,0.13156229
-0.65161868,1.15086457,-0.92102655,4.96359376,5.38537442
-0.23839534,-0.45698639,-0.36353346,-0.19149407,0.86742112
-0.88271069,-18.3678238,-3.17529544,29.9825582,52.40838812
-0.51004393,-3.90925957,-0.44717442,-3.1984996,1.66797833
-0.70718592,-2.18713649,-0.69600343,-0.44943503,3.14089081
-1.36768055,2.61177468,-1.17595799,5.36552084,5.29738469
-0.03255034,-1.16969262,-0.07009361,-1.20811253,0.06422405
-0.03921689,-0.73045495,-0.07025806,-0.78368389,0.05624601
-0.06248508,0.64874114,-0.14246378,0.61641537,0.17262309
-0.02541683,-0.12435366,-0.05326587,-0.17898528,0.02405108
-0.68391991,-33.47938768,-5.63406521,44.30847979,84.1058526
-0.0055522,0.24864485,-0.01556008,0.22784594,0.00031336
-0.38136598,-3.69638856,-0.4733822,-2.5173619,2.03377485
-0.06011139,-0.12841108,-0.11955,-0.12111678,0.18695568
-0.1635961,-1.48678429,-0.29743285,-0.91647368,1.03133955
-0.00547174,-0.08988188,-0.02498811,-0.11741405,0.00292768
-1.28337027,-6.65555444,-0.88805605,-3.86607789,4.96090287
-0.00344872,-0.25205903,-0.01133836,-0.2665216,0.00032451
-0.34468534,-3.46807791,-0.28372094,-3.33572333,0.76076085
-0.00260898,0.02293787,-0.01128117,0.0091183,7.057e-05
-0.024988,-1.0447958,-0.05790907,-1.10966419,0.01802868
-0.87895377,-0.02211569,-1.32716482,6.88447185,9.11270614
-5.22685717,-18.90338854,-3.38102282,5.96136643,33.47263497
-1.96546201,-0.41287806,-2.13616188,9.95037708,14.46487903
-0.5824777,-5.00526954,-0.76960022,-1.61426828,4.74307919
-0.00377205,-0.03809695,-0.01657119,-0.0577933,0.00064689
-0.00532296,-0.42087428,-0.02276693,-0.44752447,0.0014397
-0.42052435,0.8220513,-0.55121978,1.36211899,1.51181183
-0.70579785,-1.7664598,-0.92634035,4.42814855,7.82674655
-0.03363437,-0.56101591,-0.14516471,-0.52624525,0.21356974
-0.01319599,0.51281827,-0.04441935,0.4643676,0.00916466
-0.01354511,-0.74398585,-0.03961064,-0.79238992,0.00475169
-1.26783039,-3.91602245,-1.05463676,-0.1048537,6.1336359
-0.70225375,-4.23400749,-0.52718165,-3.21128613,2.25215677
-0.04008216,0.52731127,-0.09167535,0.46944814,0.07389438
-2.01887698,-9.93630351,-2.4017253,14.28906448,28.64597027
-0.1083511,-0.86985011,-0.1937244,-0.70012218,0.47180343
-0.15242608,0.10722256,-0.28947567,0.42062907,0.75530825
-0.03046797,0.8612176,-0.10257884,0.81207009,0.08389931
-0.14506712,0.69534188,-0.28060472,0.78957531,0.51990528
-0.14070135,1.52023815,-0.21807035,1.72306113,0.56159467
4.3526385,-28.00517295,-3.79042058,67.46284454,94.90579957
-0.31755864,-0.3252049,-0.59008303,1.8121515,3.04499808
-0.14461591,-0.08512945,-0.29584052,0.55564446,1.08123033
-3.98819082,-20.31246667,-3.22504521,13.2554168,40.78111951
-0.03693148,1.15449142,-0.09398534,1.08975963,0.06618502
-0.4384417,0.67586003,-0.50725145,1.22881176,1.49864487
-0.02220367,0.38390521,-0.04537542,0.32418045,0.00785433
-0.00189112,-0.33389781,-0.01767005,-0.35272995,0.00072903
-1.75166236,1.02557228,-1.48371098,5.34390168,7.55370274
-0.01157702,0.24021816,-0.03591934,0.19960385,0.00688205
-0.00101839,-0.22589013,-0.01267879,-0.23945549,0.00013182
-0.02088387,0.56213273,-0.06497088,0.50788534,0.03160736
-0.00433799,-0.440431,-0.0207999,-0.4641438,0.00142509
-0.01862028,0.38951664,-0.06105833,0.3535456,0.04370757
-0.00625204,-0.36740078,-0.02525282,-0.39528593,0.0036197
-1.90232004,-11.05887722,-2.88875736,12.30904872,28.15900334
-0.91307504,-4.92989985,-0.97451534,-1.9329961,4.88449413
-0.02698671,-0.86953759,-0.04614614,-0.92564795,0.0170225
-2.05254529,-3.28368924,-2.26665808,20.93471459,28.5376072
-0.02573677,-0.39476135,-0.04818272,-0.45471021,0.01397062
-1.95840611,-0.45999357,-2.19592177,14.94009744,19.5544189
-0.81260641,-3.95242828,-1.55434134,4.82670712,11.14608315
-0.06482239,-1.75453357,-0.12952831,-1.71863006,0.2302542
-1.29538425,-7.33822983,-1.97434051,17.82920002,28.4371546
-0.01998316,1.05390685,-0.0397503,1.0023979,0.00822451
-2.19137568,-18.09422642,-4.27405526,32.03085684,56.5905142
-0.11115821,-1.88789414,-0.16004973,-1.85526209,0.30383999
-0.01659043,-0.03369742,-0.03813037,-0.08078113,0.00763709
-0.01372684,0.55581013,-0.03925982,0.50901306,0.00618959
-0.01319678,0.42001878,-0.04753633,0.38263806,0.0233524
-0.89853915,-0.67363178,-1.32373134,5.58527307,8.48117534
3.642e-05,0.01788441,-0.00511695,0.01280679,2.91e-06
-0.86447662,0.17158352,-0.91955611,2.31017906,3.92262827
-0.04711927,1.04364833,-0.07911107,0.95538656,0.03796857
-0.01497993,0.02369139,-0.04731159,-0.02754313,0.011057
-0.00985605,-0.08100434,-0.02798663,-0.11406739,0.00477964
-0.00978948,0.38335573,-0.03975905,0.34667968,0.01287248
-0.63788787,-5.98162681,-0.89685007,-1.78375696,5.7326078
-0.95521385,-3.2932108,-0.81914748,-1.65200252,3.41556961
-1.25697825,-8.45429298,-1.88371486,9.60545255,21.20043864
-0.02184145,0.9184852,-0.05264435,0.86337798,0.01937858
-0.37227613,-3.38124152,-0.42696583,-2.45119482,1.72928866
-0.00074082,-0.061184,-0.01018186,-0.07194471,0.00016197
-4.15594751,-5.6819723,-3.1536524,11.57111319,24.5626854
-0.52670699,0.75118103,-0.6827334,2.93211896,3.39037832
-0.67831453,2.31630289,-0.93650657,5.89367095,5.19218916
-0.02984976,0.01735801,-0.09307855,-0.01290688,0.09266342
-0.01318309,-0.87462631,-0.03630189,-0.91667362,0.00743766
-0.08916198,1.34400215,-0.178523,1.5160053,0.43968814
-4.23933371,-18.71084238,-3.35179276,12.91273988,39.21470873
-0.01088814,-0.22328864,-0.02711239,-0.25799393,0.00329524
-0.00787323,0.52565867,-0.01970245,0.4988944,0.00081141
-2.34692513,-7.87061959,-1.81361024,0.89494435,12.92609932
-1.79103352,-14.63425729,-2.5768851,8.977121,27.97929691
-5.28325025,-16.12212307,-4.31742062,14.41406384,40.13685779
-0.03041228,0.80131208,-0.08069989,0.7905992,0.10039929
-0.35599028,0.63357994,-0.52741177,1.7628119,2.01263401
-0.00757398,0.06483542,-0.02732988,0.031435,0.00150344
-0.91191133,-0.74733702,-1.14737559,8.04473798,10.85136193
-0.07426849,1.40780205,-0.16575046,1.38911078,0.22132768
-0.23233435,-1.82738243,-0.27092736,-1.81361064,0.5170335
-2.20522386,-8.98643606,-1.38400452,-2.28027999,10.29538445
